Wavelength,Intensity
3.532486565705911289e+03,1.536435246467590332e+00
3.531021006350757034e+03,1.515951871871948242e+00
3.529555446995603234e+03,1.302187681198120117e+00
3.528089887640449433e+03,8.851660490036010742e-01
3.526624328285295633e+03,8.935694098472595215e-01
3.525158768930141832e+03,8.935694098472595215e-01
3.523693209574988032e+03,8.935694098472595215e-01
3.522227650219833777e+03,6.876841783523559570e-01
3.520762090864679976e+03,6.251834630966186523e-01
3.519296531509526176e+03,8.090093731880187988e-01
3.517830972154372375e+03,8.935694098472595215e-01
3.516365412799218575e+03,8.935694098472595215e-01
3.514899853444064320e+03,8.935694098472595215e-01
3.513434294088910519e+03,7.874754667282104492e-01
3.511968734733756719e+03,6.146790981292724609e-01
3.510503175378602918e+03,7.281260490417480469e-01
3.509037616023449118e+03,8.935694098472595215e-01
3.507572056668294863e+03,8.935694098472595215e-01
3.506106497313141062e+03,8.935694098472595215e-01
3.504640937957987262e+03,8.709850311279296875e-01
3.503175378602833462e+03,6.110025644302368164e-01
3.501709819247679661e+03,6.593225598335266113e-01
3.500244259892525406e+03,8.699346184730529785e-01
3.498778700537371606e+03,8.935694098472595215e-01
3.497313141182217805e+03,8.935694098472595215e-01
3.495847581827064005e+03,8.935694098472595215e-01
3.494382022471910204e+03,6.976634860038757324e-01
3.492916463116756404e+03,6.362129449844360352e-01
3.491450903761602603e+03,8.021814823150634766e-01
3.489985344406448348e+03,8.935694098472595215e-01
3.488519785051294548e+03,8.935694098472595215e-01
3.487054225696140747e+03,8.935694098472595215e-01
3.485588666340986947e+03,8.006058335304260254e-01
3.484123106985833147e+03,6.167799234390258789e-01
3.482657547630678891e+03,7.276008725166320801e-01
3.481191988275525091e+03,8.935694098472595215e-01
3.479726428920371291e+03,8.935694098472595215e-01
3.478260869565217490e+03,8.935694098472595215e-01
3.476795310210063690e+03,8.935694098472595215e-01
3.475329750854909435e+03,6.110025644302368164e-01
3.473864191499755634e+03,6.724528670310974121e-01
3.472398632144601834e+03,8.599554896354675293e-01
3.470933072789448033e+03,8.935694098472595215e-01
3.469467513434294233e+03,8.935694098472595215e-01
3.468001954079139978e+03,8.935694098472595215e-01
3.466536394723986177e+03,7.134199738502502441e-01
3.465070835368832377e+03,6.425155997276306152e-01
3.463605276013678576e+03,8.006058335304260254e-01
3.462139716658524776e+03,8.935694098472595215e-01
3.460674157303370521e+03,8.935694098472595215e-01
3.459208597948217175e+03,8.935694098472595215e-01
3.457743038593062920e+03,8.111103773117065430e-01
3.456277479237909120e+03,6.152042746543884277e-01
3.454811919882755319e+03,7.323276996612548828e-01
3.453346360527601519e+03,8.935694098472595215e-01
3.451880801172447718e+03,8.935694098472595215e-01
3.450415241817293463e+03,8.935694098472595215e-01
3.448949682462139663e+03,8.846408128738403320e-01
3.447484123106985862e+03,6.362129449844360352e-01
3.446018563751832062e+03,6.834825277328491211e-01
3.444553004396678261e+03,8.531275987625122070e-01
3.443087445041524006e+03,8.935694098472595215e-01
3.441621885686370206e+03,8.935694098472595215e-01
3.440156326331216405e+03,8.935694098472595215e-01
3.438690766976062605e+03,7.165710926055908203e-01
3.437225207620908805e+03,6.440913081169128418e-01
3.435759648265754549e+03,8.006058335304260254e-01
3.434294088910600749e+03,8.935694098472595215e-01
3.432828529555446949e+03,8.935694098472595215e-01
3.431362970200293148e+03,8.935694098472595215e-01
3.429897410845139348e+03,8.074337244033813477e-01
3.428431851489985092e+03,6.110025644302368164e-01
3.426966292134831747e+03,7.402058839797973633e-01
3.425500732779677492e+03,8.935694098472595215e-01
3.424035173424523691e+03,8.935694098472595215e-01
3.422569614069369891e+03,8.935694098472595215e-01
3.421104054714216090e+03,8.662582039833068848e-01
3.419638495359062290e+03,6.482930779457092285e-01
3.418172936003908035e+03,6.887346506118774414e-01
3.416707376648754234e+03,8.515520095825195312e-01
3.415241817293600434e+03,8.935694098472595215e-01
3.413776257938446633e+03,8.935694098472595215e-01
3.412310698583292833e+03,8.814896345138549805e-01
3.410845139228138578e+03,7.244495153427124023e-01
3.409379579872984777e+03,6.409399509429931641e-01
3.407914020517830977e+03,8.042824864387512207e-01
3.406448461162677177e+03,8.935694098472595215e-01
3.404982901807523376e+03,8.925188183784484863e-01
3.403517342452369121e+03,8.921686410903930664e-01
3.402051783097215321e+03,8.062082529067993164e-01
3.400586223742061520e+03,6.096020340919494629e-01
3.399120664386907720e+03,7.477340102195739746e-01
3.397655105031753919e+03,8.814893960952758789e-01
3.396189545676599664e+03,8.900678157806396484e-01
3.394723986321446318e+03,8.911182284355163574e-01
3.393258426966292063e+03,8.506766557693481445e-01
3.391792867611138263e+03,6.558210253715515137e-01
3.390327308255984462e+03,6.890849471092224121e-01
3.388861748900830662e+03,8.496262431144714355e-01
3.387396189545676862e+03,8.918185234069824219e-01
3.385930630190522606e+03,9.257825613021850586e-01
3.384465070835368806e+03,1.040279984474182129e+00
3.382999511480215006e+03,1.035377740859985352e+00
3.381533952125061205e+03,1.107857704162597656e+00
3.380068392769907405e+03,1.438569545745849609e+00
3.378602833414753150e+03,1.567948102951049805e+00
3.377137274059599349e+03,1.441545724868774414e+00
3.375671714704445549e+03,1.289232730865478516e+00
3.374206155349291748e+03,1.032226443290710449e+00
3.372740595994137948e+03,7.247996330261230469e-01
3.371275036638983693e+03,8.277419805526733398e-01
3.369809477283829892e+03,9.392634034156799316e-01
3.368343917928676092e+03,9.030231833457946777e-01
3.366878358573522291e+03,8.988214731216430664e-01
3.365412799218368491e+03,9.324353337287902832e-01
3.363947239863214236e+03,8.391216993331909180e-01
3.362481680508060435e+03,8.501512408256530762e-01
3.361016121152906635e+03,1.105581760406494141e+00
3.359550561797752835e+03,1.542912602424621582e+00
3.358085002442599034e+03,1.898134231567382812e+00
3.356619443087444779e+03,2.324785709381103516e+00
3.355153883732291433e+03,2.765267848968505859e+00
3.353688324377137178e+03,3.114362001419067383e+00
3.352222765021983378e+03,3.437370061874389648e+00
3.350757205666829577e+03,3.266324281692504883e+00
3.349291646311675777e+03,3.943854331970214844e+00
3.347826086956521976e+03,4.665327548980712891e+00
3.346360527601367721e+03,4.294700145721435547e+00
3.344894968246213921e+03,3.521755933761596680e+00
3.343429408891060120e+03,2.852279186248779297e+00
3.341963849535906320e+03,2.214140653610229492e+00
3.340498290180752520e+03,1.134819149971008301e+00
3.339032730825598264e+03,8.960203528404235840e-01
3.337567171470444464e+03,8.561039566993713379e-01
3.336101612115290663e+03,7.195473909378051758e-01
3.334636052760136863e+03,1.034852981567382812e+00
3.333170493404983063e+03,2.208362817764282227e+00
3.331704934049828807e+03,2.349997043609619141e+00
3.330239374694675007e+03,2.146212100982666016e+00
3.328773815339521207e+03,1.705380201339721680e+00
3.327308255984367406e+03,1.892882466316223145e+00
3.325842696629213606e+03,2.258083820343017578e+00
3.324377137274059351e+03,2.736730813980102539e+00
3.322911577918906005e+03,2.583893060684204102e+00
3.321446018563751750e+03,2.269813060760498047e+00
3.319980459208597949e+03,2.214490652084350586e+00
3.318514899853444149e+03,2.271388769149780273e+00
3.317049340498290348e+03,1.731465935707092285e+00
3.315583781143136548e+03,1.177536725997924805e+00
3.314118221787982293e+03,9.007474184036254883e-01
3.312652662432828492e+03,1.425084352493286133e+00
3.311187103077674692e+03,9.034063339233398438e+00
3.309721543722520892e+03,1.289646053314208984e+01
3.308255984367367091e+03,2.811123847961425781e+00
3.306790425012212836e+03,2.323210477828979492e+00
3.305324865657059036e+03,2.930361509323120117e+00
3.303859306301905235e+03,2.146211862564086914e+00
3.302393746946751435e+03,1.647256135940551758e+00
3.300928187591597634e+03,1.471308112144470215e+00
3.299462628236443379e+03,1.253868222236633301e+00
3.297997068881289579e+03,1.134118914604187012e+00
3.296531509526135778e+03,1.378869891166687012e+00
3.295065950170981978e+03,1.502821087837219238e+00
3.293600390815828177e+03,1.709756851196289062e+00
3.292134831460673922e+03,2.332139253616333008e+00
3.290669272105520577e+03,2.707144260406494141e+00
3.289203712750366321e+03,2.169321775436401367e+00
3.287738153395212521e+03,1.236010670661926270e+00
3.286272594040058721e+03,8.935694098472595215e-01
3.284807034684904920e+03,8.935694098472595215e-01
3.283341475329751120e+03,8.935694098472595215e-01
3.281875915974596865e+03,1.335801959037780762e+00
3.280410356619443064e+03,2.114699125289916992e+00
3.278944797264289264e+03,2.624685049057006836e+00
3.277479237909135463e+03,2.474998474121093750e+00
3.276013678553981663e+03,1.728664398193359375e+00
3.274548119198827408e+03,1.518052697181701660e+00
3.273082559843673607e+03,1.434543132781982422e+00
3.271617000488519807e+03,1.228132724761962891e+00
3.270151441133366006e+03,1.140421509742736816e+00
3.268685881778212206e+03,1.422463059425354004e+00
3.267220322423057951e+03,1.623095870018005371e+00
3.265754763067904150e+03,2.114174127578735352e+00
3.264289203712750350e+03,2.774371623992919922e+00
3.262823644357596550e+03,2.471846818923950195e+00
3.261358085002442749e+03,1.458178043365478516e+00
3.259892525647288494e+03,7.780215144157409668e-01
3.258426966292134694e+03,8.935694098472595215e-01
3.256961406936980893e+03,8.935694098472595215e-01
3.255495847581827093e+03,8.935694098472595215e-01
3.254030288226673292e+03,8.410475850105285645e-01
3.252564728871519037e+03,6.587973237037658691e-01
3.251099169516365691e+03,6.467174291610717773e-01
3.249633610161211436e+03,8.935694098472595215e-01
3.248168050806057636e+03,8.935694098472595215e-01
3.246702491450903835e+03,8.935694098472595215e-01
3.245236932095750035e+03,8.935694098472595215e-01
3.243771372740596235e+03,6.960877776145935059e-01
3.242305813385441979e+03,6.110025644302368164e-01
3.240840254030288179e+03,8.321189284324645996e-01
3.239374694675134378e+03,8.935694098472595215e-01
3.237909135319980578e+03,8.935694098472595215e-01
3.236443575964826778e+03,8.935694098472595215e-01
3.234978016609672522e+03,7.764458656311035156e-01
3.233512457254518722e+03,6.262338757514953613e-01
3.232046897899364922e+03,7.307521104812622070e-01
3.230581338544211121e+03,8.935694098472595215e-01
3.229115779189057321e+03,8.935694098472595215e-01
3.227650219833903066e+03,8.935694098472595215e-01
3.226184660478749265e+03,8.484005331993103027e-01
3.224719101123595465e+03,6.467173099517822266e-01
3.223253541768441664e+03,6.257087588310241699e-01
3.221787982413287864e+03,8.935694098472595215e-01
3.220322423058133609e+03,8.935694098472595215e-01
3.218856863702980263e+03,8.935694098472595215e-01
3.217391304347826008e+03,8.935694098472595215e-01
3.215925744992672207e+03,6.966130137443542480e-01
3.214460185637518407e+03,6.110025644302368164e-01
3.212994626282364607e+03,8.184633255004882812e-01
3.211529066927210806e+03,8.935694098472595215e-01
3.210063507572056551e+03,8.935694098472595215e-01
3.208597948216902751e+03,8.935694098472595215e-01
3.207132388861748950e+03,7.832738161087036133e-01
3.205666829506595150e+03,6.167799234390258789e-01
3.204201270151441349e+03,7.255000472068786621e-01
3.202735710796287094e+03,8.935694098472595215e-01
3.201270151441133294e+03,8.935694098472595215e-01
3.199804592085979493e+03,8.935694098472595215e-01
3.198339032730825693e+03,8.578546643257141113e-01
3.196873473375671892e+03,6.304357051849365234e-01
3.195407914020517637e+03,6.320112943649291992e-01
3.193942354665363837e+03,8.851660490036010742e-01
3.192476795310210036e+03,8.935694098472595215e-01
3.191011235955056236e+03,8.935694098472595215e-01
3.189545676599902436e+03,8.935694098472595215e-01
3.188080117244748180e+03,6.966130733489990234e-01
3.186614557889594835e+03,6.183555722236633301e-01
3.185148998534440580e+03,8.042823076248168945e-01
3.183683439179286779e+03,8.935694098472595215e-01
3.182217879824132979e+03,8.935694098472595215e-01
3.180752320468979178e+03,8.935694098472595215e-01
3.179286761113825378e+03,7.906267046928405762e-01
3.177821201758671123e+03,6.110025644302368164e-01
3.176355642403517322e+03,7.191972136497497559e-01
3.174890083048363522e+03,8.935694098472595215e-01
3.173424523693209721e+03,8.935694098472595215e-01
3.171958964338055921e+03,8.935694098472595215e-01
3.170493404982901666e+03,8.725608587265014648e-01
3.169027845627747865e+03,6.110025644302368164e-01
3.167562286272594065e+03,6.482930779457092285e-01
3.166096726917440265e+03,8.688842058181762695e-01
3.164631167562286464e+03,8.935694098472595215e-01
3.163165608207132209e+03,8.935694098472595215e-01
3.161700048851978408e+03,8.935694098472595215e-01
3.160234489496824608e+03,7.034407854080200195e-01
3.158768930141670808e+03,6.293852329254150391e-01
3.157303370786517007e+03,7.964041233062744141e-01
3.155837811431362752e+03,8.935694098472595215e-01
3.154372252076208952e+03,8.935694098472595215e-01
3.152906692721055151e+03,8.935694098472595215e-01
3.151441133365901351e+03,8.048077225685119629e-01
3.149975574010747550e+03,6.146790981292724609e-01
3.148510014655593295e+03,7.176216244697570801e-01
